gene,in_screen,non_growing_m63,amino_acid_biosynthesis_eco01230,wider_biosynthesis_set,in_eco01230,in_eco01240,in_eco00230,in_eco00240
yfeg,True,False,False,False,False,False,False,False
yfeh,True,False,False,False,False,False,False,False
yfek,True,False,False,False,False,False,False,False
yfen,True,False,False,False,False,False,False,False
yfeo,True,False,False,False,False,False,False,False
yfer,True,False,False,False,False,False,False,False
yfes,True,False,False,False,False,False,False,False
yfet,True,False,False,False,False,False,False,False
yfeu,True,False,False,False,False,False,False,False
yfew,True,False,False,False,False,False,False,False
yfex,True,False,False,False,False,False,False,False
yfey,True,False,False,False,False,False,False,False
yfez,True,False,False,False,False,False,False,False
yffb,True,False,False,False,False,False,False,False
yffh,True,False,False,False,False,False,False,False
yffi,True,False,False,False,False,False,False,False
yfga,True,False,False,False,False,False,False,False
yfgb,True,False,False,False,False,False,False,False
yfgc,True,False,False,False,False,False,False,False
yfgd,True,False,False,False,False,False,False,False
yfgf,True,False,False,False,False,False,False,False
yfgg,True,False,False,False,False,False,False,False
yfgh,True,False,False,False,False,False,False,False
yfgi,True,False,False,False,False,False,False,False
yfgj,True,False,False,False,False,False,False,False
yfgl,True,False,False,False,False,False,False,False
yfgm,True,False,False,False,False,False,False,False
yfgo,True,False,False,False,False,False,False,False
yfha,True,False,False,False,False,False,False,False
yfhb,True,False,False,False,False,False,False,False
yfhd,True,False,False,False,False,False,False,False
yfhg,True,False,False,False,False,False,False,False
yfhh,True,False,False,False,False,False,False,False
yfhj,True,False,False,False,False,False,False,False
yfhk,True,False,False,False,False,False,False,False
yfhl,True,False,False,False,False,False,False,False
yfhm,True,False,False,False,False,False,False,False
yfhq,True,False,False,False,False,False,False,False
yfhr,True,False,False,False,False,False,False,False
yfia,True,False,False,False,False,False,False,False
yfib,True,False,False,False,False,False,False,False
yfic,True,False,False,False,False,False,False,False
yfid,True,False,False,False,False,False,False,False
yfie,True,False,False,False,False,False,False,False
yfif,True,False,False,False,False,False,False,False
yfih,True,False,False,True,False,False,True,False
yfik,True,False,False,False,False,False,False,False
yfil,True,False,False,False,False,False,False,False
yfim,True,False,False,False,False,False,False,False
yfin,True,False,False,False,False,False,False,False
yfip,True,False,False,False,False,False,False,False
yfiq,True,False,False,False,False,False,False,False
yfir,True,False,False,False,False,False,False,False
yfjd,True,False,False,False,False,False,False,False
yfjf,True,False,False,False,False,False,False,False
yfjg,True,False,False,False,False,False,False,False
yfjh,True,False,False,False,False,False,False,False
yfji,True,False,False,False,False,False,False,False
yfjj,True,False,False,False,False,False,False,False
yfjk,True,False,False,False,False,False,False,False
yfjl,True,False,False,False,False,False,False,False
yfjm,True,False,False,False,False,False,False,False
yfjn,True,False,False,False,False,False,False,False
yfjo,True,False,False,False,False,False,False,False
yfjp,True,False,False,False,False,False,False,False
yfjq,True,False,False,False,False,False,False,False
yfjr,True,False,False,False,False,False,False,False
yfjs,True,False,False,False,False,False,False,False
yfjt,True,False,False,False,False,False,False,False
yfju,True,False,False,False,False,False,False,False
yfjv,True,False,False,False,False,False,False,False
yfjw,True,False,False,False,False,False,False,False
yfjx,True,False,False,False,False,False,False,False
yfjy,True,False,False,False,False,False,False,False
yfjz,True,False,False,False,False,False,False,False
ygac,True,False,False,False,False,False,False,False
ygad,True,False,False,False,False,False,False,False
ygaf,True,False,False,False,False,False,False,False
ygah,True,False,False,False,False,False,False,False
ygam,True,False,False,False,False,False,False,False
ygap,True,False,False,False,False,False,False,False
ygaq,True,False,False,False,False,False,False,False
ygar,True,False,False,False,False,False,False,False
ygat,True,False,False,False,False,False,False,False
ygau,True,False,False,False,False,False,False,False
ygav,True,False,False,False,False,False,False,False
ygaw,True,False,False,False,False,False,False,False
ygax,True,False,False,False,False,False,False,False
ygay,True,False,False,False,False,False,False,False
ygaz,True,False,False,False,False,False,False,False
ygba,True,False,False,False,False,False,False,False
ygbe,True,False,False,False,False,False,False,False
ygbf,True,False,False,False,False,False,False,False
ygbi,True,False,False,False,False,False,False,False
ygbj,True,False,False,False,False,False,False,False
ygbk,True,False,False,False,False,False,False,False
ygbl,True,False,False,False,False,False,False,False
ygbm,True,False,False,False,False,False,False,False
ygbn,True,False,False,False,False,False,False,False
ygbt,True,False,False,False,False,False,False,False
ygcb,True,False,False,False,False,False,False,False
ygce,True,False,False,False,False,False,False,False
ygcf,True,False,False,False,False,False,False,False
ygcg,True,False,False,False,False,False,False,False
ygch,True,False,False,False,False,False,False,False
ygci,True,False,False,False,False,False,False,False
ygcj,True,False,False,False,False,False,False,False
ygck,True,False,False,False,False,False,False,False
ygcl,True,False,False,False,False,False,False,False
ygcm,True,False,False,False,False,False,False,False
ygcn,True,False,False,False,False,False,False,False
ygco,True,False,False,False,False,False,False,False
ygcp,True,False,False,False,False,False,False,False
ygcq,True,False,False,False,False,False,False,False
ygcr,True,False,False,False,False,False,False,False
ygcs,True,False,False,False,False,False,False,False
ygcu,True,False,False,False,False,False,False,False
ygcw,True,False,False,False,False,False,False,False
ygdb,True,False,False,False,False,False,False,False
ygdd,True,False,False,False,False,False,False,False
ygde,True,False,False,False,False,False,False,False
ygdh,True,False,False,False,False,False,False,False
ygdi,True,False,False,False,False,False,False,False
ygdk,True,False,False,False,False,False,False,False
ygdl,True,False,False,False,False,False,False,False
ygdq,True,False,False,False,False,False,False,False
ygdr,True,False,False,False,False,False,False,False
ygea,True,False,False,False,False,False,False,False
yged,True,False,False,False,False,False,False,False
ygef,True,False,False,False,False,False,False,False
ygeg,True,False,False,False,False,False,False,False
ygeh,True,False,False,False,False,False,False,False
ygei,True,False,False,False,False,False,False,False
ygek,True,False,False,False,False,False,False,False
ygel,True,False,False,False,False,False,False,False
ygem,True,False,False,False,False,False,False,False
ygen,True,False,False,False,False,False,False,False
ygeo,True,False,False,False,False,False,False,False
ygep,True,False,False,False,False,False,False,False
ygeq,True,False,False,False,False,False,False,False
yger,True,False,False,False,False,False,False,False
ygev,True,False,False,False,False,False,False,False
ygew,True,False,False,False,False,False,False,False
ygex,True,False,False,False,False,False,False,False
ygey,True,False,False,False,False,False,False,False
ygfa,True,False,False,False,False,False,False,False
ygfb,True,False,False,False,False,False,False,False
ygff,True,False,False,False,False,False,False,False
ygfg,True,False,False,False,False,False,False,False
ygfh,True,False,False,False,False,False,False,False
ygfi,True,False,False,False,False,False,False,False
ygfj,True,False,False,False,False,False,False,False
ygfk,True,False,False,False,False,False,False,False
ygfm,True,False,False,False,False,False,False,False
ygfo,True,False,False,False,False,False,False,False
ygfq,True,False,False,False,False,False,False,False
ygfs,True,False,False,False,False,False,False,False
ygft,True,False,False,False,False,False,False,False
ygfu,True,False,False,False,False,False,False,False
ygfx,True,False,False,False,False,False,False,False
ygfy,True,False,False,False,False,False,False,False
ygfz,True,False,False,False,False,False,False,False
yggc,True,False,False,False,False,False,False,False
yggd,True,False,False,False,False,False,False,False
ygge,True,False,False,False,False,False,False,False
yggf,True,False,False,False,False,False,False,False
yggg,True,False,False,False,False,False,False,False
yggh,True,False,False,False,False,False,False,False
yggj,True,False,False,False,False,False,False,False
yggl,True,False,False,False,False,False,False,False
yggm,True,False,False,False,False,False,False,False
yggn,True,False,False,False,False,False,False,False
yggp,True,False,False,False,False,False,False,False
yggr,True,False,False,False,False,False,False,False
yggs,True,False,False,False,False,False,False,False
yggt,True,False,False,False,False,False,False,False
yggu,True,False,False,False,False,False,False,False
yggv,True,False,False,False,False,False,False,False
yggw,True,False,False,False,False,False,False,False
yggx,True,False,False,False,False,False,False,False
ygha,True,False,False,False,False,False,False,False
yghb,True,False,False,False,False,False,False,False
yghd,True,False,False,False,False,False,False,False
yghe,True,False,False,False,False,False,False,False
yghf,True,False,False,False,False,False,False,False
yghg,True,False,False,False,False,False,False,False
yghj,True,False,False,False,False,False,False,False
yghk,True,False,False,False,False,False,False,False
ygho,True,False,False,False,False,False,False,False
yghq,True,False,False,False,False,False,False,False
yghr,True,False,False,False,False,False,False,False
yghs,True,False,False,False,False,False,False,False
yght,True,False,False,False,False,False,False,False
yghu,True,False,False,False,False,False,False,False
yghw,True,False,False,False,False,False,False,False
yghx,True,False,False,False,False,False,False,False
yghy,True,False,False,False,False,False,False,False
yghz,True,False,False,False,False,False,False,False
ygib,True,False,False,False,False,False,False,False
ygic,True,False,False,False,False,False,False,False
ygie,True,False,False,False,False,False,False,False
ygif,True,False,False,False,False,False,False,False
ygih,True,False,False,False,False,False,False,False
ygil,True,False,False,False,False,False,False,False
ygin,True,False,False,False,False,False,False,False
ygip,True,False,False,False,False,False,False,False
ygiq,True,False,False,False,False,False,False,False
ygis,True,False,False,False,False,False,False,False
ygiu,True,False,False,False,False,False,False,False
ygiv,True,False,False,False,False,False,False,False
ygiw,True,False,False,False,False,False,False,False
ygiz,True,False,False,False,False,False,False,False
ygje,True,False,False,False,False,False,False,False
ygjf,True,False,False,False,False,False,False,False
ygjg,True,False,False,False,False,False,False,False
ygjh,True,False,False,False,False,False,False,False
ygji,True,False,False,False,False,False,False,False
ygjj,True,False,False,False,False,False,False,False
ygjk,True,False,False,False,False,False,False,False
ygjm,True,False,False,False,False,False,False,False
ygjn,True,False,False,False,False,False,False,False
ygjo,True,False,False,False,False,False,False,False
ygjp,True,False,False,True,False,False,False,True
ygjq,True,False,False,False,False,False,False,False
ygjr,True,False,False,False,False,False,False,False
ygjv,True,False,False,False,False,False,False,False
yhab,True,False,False,False,False,False,False,False
yhac,True,False,False,False,False,False,False,False
yhah,True,False,False,False,False,False,False,False
yhai,True,False,False,False,False,False,False,False
yhaj,True,False,False,False,False,False,False,False
yhak,True,False,False,False,False,False,False,False
yhal,True,False,False,False,False,False,False,False
yham,True,False,False,False,False,False,False,False
yhao,True,False,False,False,False,False,False,False
yhav,True,False,False,False,False,False,False,False
yhbc,True,False,False,False,False,False,False,False
yhbe,True,False,False,False,False,False,False,False
yhbg,True,False,False,False,False,False,False,False
yhbh,True,False,False,False,False,False,False,False
yhbj,True,False,False,False,False,False,False,False
yhbo,True,False,False,False,False,False,False,False
yhbp,True,False,False,False,False,False,False,False
yhbq,True,False,False,False,False,False,False,False
yhbs,True,False,False,False,False,False,False,False
yhbt,True,False,False,False,False,False,False,False
yhbu,True,False,False,False,False,False,False,False
yhbw,True,False,False,False,False,False,False,False
yhbx,True,False,False,False,False,False,False,False
yhby,True,False,False,False,False,False,False,False
yhca,True,False,False,False,False,False,False,False
yhcb,True,False,False,False,False,False,False,False
yhcc,True,False,False,False,False,False,False,False
yhcd,True,False,False,False,False,False,False,False
yhce,True,False,False,False,False,False,False,False
yhcf,True,False,False,False,False,False,False,False
yhcg,True,False,False,False,False,False,False,False
yhch,True,False,False,False,False,False,False,False
yhcm,True,False,False,False,False,False,False,False
yhcn,True,False,False,False,False,False,False,False
yhco,True,False,False,False,False,False,False,False
yhda,True,False,False,False,False,False,False,False
yhde,True,False,False,True,False,False,False,True
yhdh,True,False,False,False,False,False,False,False
yhdj,True,False,False,False,False,False,False,False
yhdl,True,False,False,False,False,False,False,False
yhdn,True,False,False,False,False,False,False,False
yhdp,True,False,False,False,False,False,False,False
yhdt,True,False,False,False,False,False,False,False
yhdu,True,False,False,False,False,False,False,False
yhdv,True,False,False,False,False,False,False,False
yhdw,True,False,False,False,False,False,False,False
yhdx,True,False,False,False,False,False,False,False
yhdy,True,False,False,False,False,False,False,False
yhdz,True,False,False,False,False,False,False,False
yhel,True,False,False,False,False,False,False,False
yhem,True,False,False,False,False,False,False,False
yhen,True,False,False,False,False,False,False,False
yheo,True,False,False,False,False,False,False,False
yhes,True,False,False,False,False,False,False,False
yhet,True,False,False,False,False,False,False,False
yheu,True,False,False,False,False,False,False,False
yhev,True,False,False,False,False,False,False,False
yhfa,True,False,False,False,False,False,False,False
yhfg,True,False,False,False,False,False,False,False
yhfk,True,False,False,False,False,False,False,False
yhfl,True,False,False,False,False,False,False,False
yhfs,True,False,False,False,False,False,False,False
yhft,True,False,False,False,False,False,False,False
yhfu,True,False,False,False,False,False,False,False
yhfw,True,False,False,True,False,False,True,False
yhfx,True,False,False,False,False,False,False,False
yhfy,True,False,False,False,False,False,False,False
yhfz,True,False,False,False,False,False,False,False
yhga,True,False,False,False,False,False,False,False
yhge,True,False,False,False,False,False,False,False
yhgf,True,False,False,False,False,False,False,False
yhgg,True,False,False,False,False,False,False,False
yhgn,True,False,False,False,False,False,False,False
yhha,True,False,False,False,False,False,False,False
yhhf,True,False,False,False,False,False,False,False
yhhh,True,False,False,False,False,False,False,False
yhhi,True,False,False,False,False,False,False,False
yhhj,True,False,False,False,False,False,False,False
yhhk,True,True,False,False,False,False,False,False
yhhl,True,False,False,False,False,False,False,False
yhhm,True,False,False,False,False,False,False,False
yhhn,True,False,False,False,False,False,False,False
yhhp,True,False,False,False,False,False,False,False
yhhs,True,False,False,False,False,False,False,False
yhht,True,False,False,False,False,False,False,False
yhhw,True,False,False,False,False,False,False,False
yhhx,True,False,False,False,False,False,False,False
yhhy,True,False,False,False,False,False,False,False
yhhz,True,False,False,False,False,False,False,False
yhid,True,False,False,False,False,False,False,False
yhif,True,False,False,False,False,False,False,False
yhii,True,False,False,False,False,False,False,False
yhij,True,False,False,False,False,False,False,False
yhik,True,False,False,False,False,False,False,False
yhil,True,False,False,False,False,False,False,False
yhim,True,False,False,False,False,False,False,False
yhin,True,False,False,False,False,False,False,False
yhio,True,False,False,False,False,False,False,False
yhip,True,False,False,False,False,False,False,False
yhiq,True,False,False,False,False,False,False,False
yhir,True,False,False,False,False,False,False,False
yhis,True,False,False,False,False,False,False,False
yhja,True,False,False,False,False,False,False,False
yhjb,True,False,False,False,False,False,False,False
yhjc,True,False,False,False,False,False,False,False
yhjd,True,False,False,False,False,False,False,False
yhje,True,False,False,False,False,False,False,False
yhjg,True,False,False,False,False,False,False,False
yhjh,True,False,False,False,False,False,False,False
yhjj,True,False,False,False,False,False,False,False
yhjk,True,False,False,False,False,False,False,False
yhjq,True,False,False,False,False,False,False,False
yhjr,True,False,False,False,False,False,False,False
yhjv,True,False,False,False,False,False,False,False
yhjx,True,False,False,False,False,False,False,False
yhjy,True,False,False,False,False,False,False,False
yiaa,True,False,False,False,False,False,False,False
yiab,True,False,False,False,False,False,False,False
yiac,True,False,False,False,False,False,False,False
yiad,True,False,False,False,False,False,False,False
yiaf,True,False,False,False,False,False,False,False
yiag,True,False,False,False,False,False,False,False
yiah,True,False,False,False,False,False,False,False
yiai,True,False,False,False,False,False,False,False
yiaj,True,False,False,False,False,False,False,False
yiak,True,False,False,False,False,False,False,False
yial,True,False,False,False,False,False,False,False
yiam,True,False,False,False,False,False,False,False
yian,True,False,False,False,False,False,False,False
yiao,True,False,False,False,False,False,False,False
yiat,True,False,False,False,False,False,False,False
yiau,True,True,False,False,False,False,False,False
yiav,True,False,False,False,False,False,False,False
yiaw,True,False,False,False,False,False,False,False
yiay,True,False,False,False,False,False,False,False
yiba,True,False,False,False,False,False,False,False
yibd,True,False,False,False,False,False,False,False
yibf,True,False,False,False,False,False,False,False
yibg,True,False,False,False,False,False,False,False
yibh,True,False,False,False,False,False,False,False
yibi,True,False,False,False,False,False,False,False
yibk,True,False,False,False,False,False,False,False
yibl,True,False,False,False,False,False,False,False
yibn,True,False,False,False,False,False,False,False
yibq,True,False,False,False,False,False,False,False
yibt,True,False,False,False,False,False,False,False
yicc,True,False,False,False,False,False,False,False
yice,True,False,False,False,False,False,False,False
yicg,True,False,False,False,False,False,False,False
yich,True,False,False,False,False,False,False,False
yici,True,False,False,False,False,False,False,False
yicj,True,False,False,False,False,False,False,False
yicl,True,False,False,False,False,False,False,False
yicm,True,False,False,False,False,False,False,False
yicn,True,False,False,False,False,False,False,False
yico,True,False,False,False,False,False,False,False
yicr,True,False,False,False,False,False,False,False
yics,True,False,False,False,False,False,False,False
yida,True,False,False,False,False,False,False,False
yidb,True,False,False,False,False,False,False,False
yidd,True,False,False,False,False,False,False,False
yide,True,False,False,False,False,False,False,False
yidf,True,False,False,False,False,False,False,False
yidg,True,False,False,False,False,False,False,False
yidh,True,False,False,False,False,False,False,False
yidi,True,False,False,False,False,False,False,False
yidj,True,False,False,False,False,False,False,False
yidk,True,False,False,False,False,False,False,False
yidl,True,False,False,False,False,False,False,False
yidp,True,False,False,False,False,False,False,False
yidq,True,False,False,False,False,False,False,False
yidr,True,False,False,False,False,False,False,False
yidx,True,False,False,False,False,False,False,False
yidz,True,False,False,False,False,False,False,False
yiee,True,False,False,False,False,False,False,False
yief,True,False,False,False,False,False,False,False
yieg,True,False,False,False,False,False,False,False
yieh,True,False,False,False,False,False,False,False
yiei,True,False,False,False,False,False,False,False
yiek,True,False,False,False,False,False,False,False
yiel,True,False,False,False,False,False,False,False
yiem,True,False,False,False,False,False,False,False
yien,True,False,False,False,False,False,False,False
yiep,True,False,False,False,False,False,False,False
yifb,True,False,False,False,False,False,False,False
yife,True,False,False,False,False,False,False,False
yifk,True,False,False,False,False,False,False,False
yifl,True,False,False,False,False,False,False,False
yifn,True,False,False,False,False,False,False,False
yifo,True,False,False,False,False,False,False,False
yiga,True,False,False,False,False,False,False,False
yigb,True,False,False,True,False,True,False,False
yige,True,False,False,False,False,False,False,False
yigf,True,False,False,False,False,False,False,False
yigg,True,False,False,False,False,False,False,False
yigi,True,False,False,False,False,False,False,False
yigl,True,False,False,False,False,False,False,False
yigm,True,False,False,False,False,False,False,False
yigz,True,False,False,False,False,False,False,False
yihd,True,False,False,False,False,False,False,False
yihe,True,False,False,False,False,False,False,False
yihf,True,False,False,False,False,False,False,False
yihg,True,False,False,False,False,False,False,False
yihi,True,False,False,False,False,False,False,False
yihl,True,False,False,False,False,False,False,False
yihm,True,False,False,False,False,False,False,False
yihn,True,False,False,False,False,False,False,False
yiho,True,False,False,False,False,False,False,False
yihp,True,False,False,False,False,False,False,False
yihq,True,False,False,False,False,False,False,False
yihr,True,False,False,False,False,False,False,False
yihs,True,False,False,False,False,False,False,False
yiht,True,False,False,False,False,False,False,False
yihu,True,False,False,False,False,False,False,False
yihv,True,False,False,False,False,False,False,False
yihw,True,False,False,False,False,False,False,False
yihx,True,False,False,False,False,False,False,False
yiid,True,False,False,False,False,False,False,False
yiie,True,False,False,False,False,False,False,False
yiif,True,False,False,False,False,False,False,False
yiig,True,False,False,False,False,False,False,False
yiil,True,False,False,False,False,False,False,False
yiim,True,False,False,False,False,False,False,False
yiiq,True,False,False,False,False,False,False,False
yiir,True,False,False,False,False,False,False,False
yiis,True,False,False,False,False,False,False,False
yiit,True,False,False,False,False,False,False,False
yiiu,True,False,False,False,False,False,False,False
yiix,True,False,False,False,False,False,False,False
yijd,True,False,False,False,False,False,False,False
yije,True,False,False,False,False,False,False,False
yijf,True,False,False,False,False,False,False,False
yijo,True,False,False,False,False,False,False,False
yijp,True,False,False,False,False,False,False,False
yjaa,True,False,False,False,False,False,False,False
yjab,True,False,False,False,False,False,False,False
yjag,True,False,False,False,False,False,False,False
yjah,True,False,False,False,False,False,False,False
yjba,True,False,False,False,False,False,False,False
yjbb,True,False,False,False,False,False,False,False
yjbc,True,False,False,False,False,False,False,False
yjbd,True,False,False,False,False,False,False,False
yjbe,True,False,False,False,False,False,False,False
yjbf,True,False,False,False,False,False,False,False
yjbg,True,False,False,False,False,False,False,False
yjbh,True,False,False,False,False,False,False,False
yjbi,True,False,False,False,False,False,False,False
yjbj,True,False,False,False,False,False,False,False
yjbl,True,False,False,False,False,False,False,False
yjbm,True,False,False,False,False,False,False,False
yjbn,True,False,False,False,False,False,False,False
yjbo,True,False,False,False,False,False,False,False
yjbq,True,False,False,False,False,False,False,False
yjbr,True,False,False,False,False,False,False,False
yjcb,True,False,False,False,False,False,False,False
yjcc,True,False,False,False,False,False,False,False
yjcd,True,False,False,False,False,False,False,False
yjce,True,False,False,False,False,False,False,False
yjcf,True,False,False,False,False,False,False,False
yjch,True,False,False,False,False,False,False,False
yjco,True,False,False,False,False,False,False,False
yjcp,True,False,False,False,False,False,False,False
yjcq,True,False,False,False,False,False,False,False
yjcr,True,False,False,False,False,False,False,False
yjcs,True,False,False,False,False,False,False,False
yjcz,True,False,False,False,False,False,False,False
yjda,True,False,False,False,False,False,False,False
yjdc,True,False,False,False,False,False,False,False
yjdf,True,False,False,False,False,False,False,False
yjdi,True,False,False,False,False,False,False,False
yjdj,True,False,False,False,False,False,False,False
yjdk,True,False,False,False,False,False,False,False
yjdl,True,False,False,False,False,False,False,False
yjdo,True,False,False,False,False,False,False,False
yjeb,True,False,False,False,False,False,False,False
yjef,True,False,False,False,False,False,False,False
yjeh,True,False,False,False,False,False,False,False
yjei,True,False,False,False,False,False,False,False
yjej,True,False,False,False,False,False,False,False
yjek,True,False,False,False,False,False,False,False
yjem,True,False,False,False,False,False,False,False
yjen,True,False,False,False,False,False,False,False
yjeo,True,False,False,False,False,False,False,False
yjep,True,False,False,False,False,False,False,False
yjes,True,False,False,False,False,False,False,False
yjet,True,False,False,False,False,False,False,False
yjfc,True,False,False,False,False,False,False,False
yjff,True,False,False,False,False,False,False,False
yjfi,True,False,False,False,False,False,False,False
yjfj,True,False,False,False,False,False,False,False
yjfk,True,False,False,False,False,False,False,False
yjfl,True,False,False,False,False,False,False,False
yjfm,True,False,False,False,False,False,False,False
yjfn,True,False,False,False,False,False,False,False
yjfo,True,False,False,False,False,False,False,False
yjfp,True,False,False,False,False,False,False,False
yjfy,True,False,False,False,False,False,False,False
yjfz,True,False,False,False,False,False,False,False
yjga,True,False,False,False,False,False,False,False
yjgb,True,False,False,False,False,False,False,False
yjgd,True,False,False,False,False,False,False,False
yjgf,True,False,False,False,False,False,False,False
yjgh,True,False,False,False,False,False,False,False
yjgi,True,False,False,False,False,False,False,False
yjgj,True,False,False,False,False,False,False,False
yjgk,True,False,False,False,False,False,False,False
yjgl,True,False,False,False,False,False,False,False
yjgm,True,False,False,False,False,False,False,False
yjgn,True,False,False,False,False,False,False,False
yjgr,True,False,False,False,False,False,False,False
yjgw,True,False,False,False,False,False,False,False
yjgx,True,False,False,False,False,False,False,False
yjgz,True,False,False,False,False,False,False,False
yjha,True,False,False,False,False,False,False,False
yjhb,True,False,False,False,False,False,False,False
yjhc,True,False,False,False,False,False,False,False
yjhd,True,False,False,False,False,False,False,False
yjhe,True,False,False,False,False,False,False,False
yjhf,True,False,False,False,False,False,False,False
yjhg,True,False,False,False,False,False,False,False
yjhh,True,False,False,False,False,False,False,False
yjhi,True,False,False,False,False,False,False,False
yjhp,True,False,False,False,False,False,False,False
yjhq,True,False,False,False,False,False,False,False
yjhr,True,False,False,False,False,False,False,False
yjhs,True,False,False,False,False,False,False,False
yjht,True,False,False,False,False,False,False,False
yjhu,True,False,False,False,False,False,False,False
yjhv,True,False,False,False,False,False,False,False
yjhx,True,False,False,False,False,False,False,False
yjia,True,False,False,False,False,False,False,False
yjic,True,False,False,False,False,False,False,False
yjid,True,False,False,False,False,False,False,False
yjie,True,True,False,False,False,False,False,False
yjig,True,False,False,False,False,False,False,False
yjih,True,False,False,False,False,False,False,False
yjij,True,False,False,False,False,False,False,False
yjik,True,False,False,False,False,False,False,False
yjil,True,False,False,False,False,False,False,False
yjim,True,False,False,False,False,False,False,False
yjin,True,False,False,False,False,False,False,False
yjio,True,False,False,False,False,False,False,False
yjip,True,False,False,False,False,False,False,False
yjiq,True,False,False,False,False,False,False,False
yjir,True,False,False,False,False,False,False,False
yjis,True,False,False,False,False,False,False,False
yjit,True,False,False,False,False,False,False,False
yjiv,True,False,False,False,False,False,False,False
yjiw,True,False,False,False,False,False,False,False
yjix,True,False,False,False,False,False,False,False
yjiy,True,False,False,False,False,False,False,False
yjiz,True,False,False,False,False,False,False,False
yjja,True,False,False,False,False,False,False,False
yjjb,True,False,False,False,False,False,False,False
yjjg,True,False,False,True,False,False,False,True
yjji,True,False,False,False,False,False,False,False
yjjj,True,False,False,False,False,False,False,False
yjjk,True,False,False,False,False,False,False,False
yjjm,True,False,False,False,False,False,False,False
yjjn,True,False,False,False,False,False,False,False
yjjp,True,False,False,False,False,False,False,False
yjjq,True,False,False,False,False,False,False,False
yjju,True,False,False,False,False,False,False,False
yjjv,True,False,False,False,False,False,False,False
yjjw,True,False,False,False,False,False,False,False
yjjx,True,False,False,True,False,False,True,False
yjjy,True,False,False,False,False,False,False,False
yjjz,True,False,False,False,False,False,False,False
yjtd,True,False,False,False,False,False,False,False
ykfa,True,False,False,False,False,False,False,False
ykfb,True,False,False,False,False,False,False,False
ykfc,True,False,False,False,False,False,False,False
ykff,True,False,False,False,False,False,False,False
ykfg,True,False,False,False,False,False,False,False
ykfh,True,False,False,False,False,False,False,False
ykfi,True,False,False,False,False,False,False,False
ykfj,True,False,False,False,False,False,False,False
ykga,True,False,False,False,False,False,False,False
ykgb,True,False,False,False,False,False,False,False
ykgc,True,False,False,False,False,False,False,False
ykgd,True,False,False,False,False,False,False,False
ykge,True,False,False,False,False,False,False,False
ykgf,True,False,False,False,False,False,False,False
ykgg,True,False,False,False,False,False,False,False
ykgh,True,False,False,False,False,False,False,False
ykgi,True,False,False,False,False,False,False,False
ykgj,True,False,False,False,False,False,False,False
ykgk,True,False,False,False,False,False,False,False
ykgl,True,False,False,False,False,False,False,False
ykgm,True,False,False,False,False,False,False,False
ykgn,True,False,False,False,False,False,False,False
ykia,True,False,False,False,False,False,False,False
ykib,True,False,False,False,False,False,False,False
ylab,True,False,False,False,False,False,False,False
ylac,True,False,False,False,False,False,False,False
ylba,True,False,False,False,False,False,False,False
ylbe,True,False,False,True,False,False,True,False
ylbf,True,False,False,True,False,False,True,False
ylbh,True,False,False,False,False,False,False,False
ylce,True,False,False,False,False,False,False,False
ylcg,True,False,False,False,False,False,False,False
ylia,True,False,False,False,False,False,False,False
ylib,True,False,False,False,False,False,False,False
ylic,True,False,False,False,False,False,False,False
ylid,True,False,False,False,False,False,False,False
ylie,True,False,False,False,False,False,False,False
ylif,True,False,False,False,False,False,False,False
ylig,True,False,False,False,False,False,False,False
ylih,True,False,False,False,False,False,False,False
ylii,True,False,False,False,False,False,False,False
ylij,True,False,False,False,False,False,False,False
ylik,True,False,False,False,False,False,False,False
ymba,True,False,False,False,False,False,False,False
ymca,True,False,False,False,False,False,False,False
ymcb,True,False,False,False,False,False,False,False
ymcc,True,False,False,False,False,False,False,False
ymcd,True,False,False,False,False,False,False,False
ymce,True,False,False,False,False,False,False,False
ymda,True,False,False,False,False,False,False,False
ymdb,True,False,False,False,False,False,False,False
ymdc,True,False,False,False,False,False,False,False
ymde,True,False,False,False,False,False,False,False
ymdf,True,False,False,False,False,False,False,False
ymfa,True,False,False,False,False,False,False,False
ymfb,True,False,False,False,False,False,False,False
ymfc,True,False,False,False,False,False,False,False
ymfd,True,False,False,False,False,False,False,False
ymfe,True,False,False,False,False,False,False,False
ymfg,True,False,False,False,False,False,False,False
ymfh,True,False,False,False,False,False,False,False
ymfi,True,False,False,False,False,False,False,False
ymfj,True,False,False,False,False,False,False,False
ymfl,True,False,False,False,False,False,False,False
ymfm,True,False,False,False,False,False,False,False
ymfn,True,False,False,False,False,False,False,False
ymfo,True,False,False,False,False,False,False,False
ymfp,True,False,False,False,False,False,False,False
ymfq,True,False,False,False,False,False,False,False
ymfr,True,False,False,False,False,False,False,False
ymfs,True,False,False,False,False,False,False,False
ymft,True,False,False,False,False,False,False,False
ymga,True,False,False,False,False,False,False,False
ymgb,True,False,False,False,False,False,False,False
ymgc,True,False,False,False,False,False,False,False
ymgd,True,False,False,False,False,False,False,False
ymge,True,False,False,False,False,False,False,False
ymgf,True,False,False,False,False,False,False,False
ymgg,True,False,False,False,False,False,False,False
ymgh,True,False,False,False,False,False,False,False
ymja,True,False,False,False,False,False,False,False
ymjb,True,False,False,False,False,False,False,False
ymjc,True,False,False,False,False,False,False,False
ynaa,True,False,False,False,False,False,False,False
ynae,True,False,False,False,False,False,False,False
